Title,Year,Budget,Domestic Revenue,International Revenue,Worldwide Revenue,MPAA Rating,Run Time,Genre,Metacritic Mixed Reviews,Metacritic Negative Reviews,Metacritic Positive Reviews,Metascore,Users Mixed Reviews,Users Negative Reviews,Users Positive Reviews,Userscore
Happy Feet,2006,100000000,198000317,186335291,384335608,PG,1 hr 48 min,Adventure,4.0,0.0,26.0,77.0,62,78,175,6.2
Harold & Kumar Go to White Castle,2004,9000000,18250550,5686358,23936908,R,1 hr 28 min,Adventure,12.0,0.0,17.0,64.0,19,11,260,8.8
Soul Plane,2004,16000000,14190750,631074,14821824,R,1 hr 26 min,Comedy,14.0,11.0,1.0,33.0,6,12,118,8.9
The Squid and the Whale,2005,1500000,7372734,3725397,11098131,R,1 hr 21 min,Comedy,2.0,0.0,35.0,82.0,16,66,245,7.4
After the Sunset,2004,60000000,28331233,34326635,62657868,PG-13,1 hr 37 min,Action,,,,,,,,
Charlie and the Chocolate Factory,2005,150000000,206459076,268509687,474968763,PG,1 hr 55 min,Adventure,7.0,1.0,32.0,72.0,111,89,306,6.7
Deuce Bigalow: European Gigolo,2005,22000000,22400154,22709407,45109561,R,1 hr 23 min,Comedy,8.0,17.0,0.0,23.0,16,132,21,1.8
Indiana Jones and the Kingdom of the Crystal Skull,2008,185000000,317101119,473552823,790653942,PG-13,2 hr 2 min,Action,12.0,1.0,27.0,65.0,368,369,507,5.4
The Manchurian Candidate,2004,80000000,65955630,30150280,96105910,R,2 hr 9 min,Drama,1.0,0.0,19.0,94.0,5,6,77,8.2
The Village,2004,60000000,114197520,142500000,256697520,PG-13,1 hr 48 min,Drama,19.0,10.0,11.0,44.0,62,59,196,6.8
Are We There Yet?,2005,32000000,82674398,15244265,97918663,PG,1 hr 35 min,Adventure,13.0,15.0,0.0,27.0,14,45,23,4.1
Elizabethtown,2005,45000000,26850426,25313590,52164016,PG-13,2 hr 3 min,Comedy,23.0,6.0,8.0,45.0,27,43,79,6.1
National Treasure,2004,100000000,173008894,174503424,347512318,PG,2 hr 11 min,Action,15.0,13.0,7.0,39.0,59,17,128,6.9
Osama,2003,46000,1270904,2639615,3910519,PG-13,1 hr 23 min,Drama,0.0,0.0,35.0,83.0,1,2,10,6.3
The Princess Diaries 2: Royal Engagement,2004,40000000,95170481,39564000,134734481,,1 hr 53 min,Comedy,19.0,5.0,7.0,43.0,20,7,13,5.7
Alone in the Dark,2005,20000000,5178569,7515076,12693645,R,1 hr 36 min,Action,1.0,24.0,0.0,9.0,7,192,28,1.6
Collateral,2004,65000000,101005703,119920992,220926695,R,2 hr,Crime,8.0,0.0,33.0,71.0,30,7,381,8.8
Four Christmases,2008,80000000,120146040,43966681,164112721,PG-13,1 hr 28 min,Comedy,11.0,10.0,6.0,41.0,33,25,18,4.7
Fun with Dick and Jane,2005,100000000,110332737,94349162,204681899,PG-13,1 hr 30 min,Comedy,19.0,6.0,8.0,47.0,46,35,53,5.4
Jurassic World,2015,150000000,652270625,1018130012,1670400637,PG-13,2 hr 4 min,Action,18.0,3.0,28.0,59.0,505,249,"1,316",6.8
Monster-in-Law,2005,43000000,82931301,72526026,155457327,PG-13,1 hr 41 min,Comedy,11.0,23.0,4.0,31.0,9,10,28,6.7
Ultraviolet,2006,30000000,18535812,12534399,31070211,PG-13,1 hr 28 min,Action,3.0,16.0,0.0,18.0,33,182,59,2.9
Alien vs. Predator,2004,60000000,80282231,97144859,177427090,PG-13,1 hr 41 min,Action,,,,,,,,
Spanglish,2004,80000000,42726869,12743285,55470154,PG-13,2 hr 11 min,Comedy,14.0,7.0,15.0,48.0,15,9,91,8.4
Chicken Little,2005,150000000,135386665,179046172,314432837,G,1 hr 21 min,Adventure,15.0,5.0,12.0,48.0,68,51,63,5.3
The Hitchhiker's Guide to the Galaxy,2005,50000000,51085416,53393000,104478416,PG,1 hr 49 min,Adventure,7.0,1.0,29.0,63.0,49,40,137,6.5
Iron Man,2008,140000000,318604126,266762121,585366247,PG-13,2 hr 6 min,Action,5.0,0.0,33.0,79.0,109,70,"1,903",8.5
The Bourne Supremacy,2004,75000000,176241941,114593328,290835269,PG-13,1 hr 48 min,Action,9.0,0.0,30.0,73.0,32,9,557,8.9
The Wedding Date,2005,15000000,31726995,15369211,47096206,PG-13,1 hr 30 min,Comedy,16.0,17.0,1.0,32.0,9,6,10,5.8
Team America: World Police,2004,32000000,32786074,18040824,50826898,R,1 hr 38 min,Action,11.0,2.0,25.0,64.0,21,24,142,7.5
Batman Begins,2005,150000000,206852432,166560865,373413297,PG-13,2 hr 20 min,Action,11.0,0.0,30.0,70.0,74,67,"2,096",8.6
Dragon Wars: D-War,2007,32000000,10977721,64131096,75108817,PG-13,1 hr 30 min,Action,3.0,5.0,1.0,33.0,12,85,29,3
Journey to the Center of the Earth,2008,60000000,101704370,142528318,244232688,PG,1 hr 33 min,Action,17.0,1.0,17.0,57.0,42,41,56,5.3
Kung Fu Hustle,2004,20000000,17108591,87773854,104882445,R,1 hr 39 min,Action,3.0,1.0,34.0,78.0,7,13,235,8.7
Where the Truth Lies,2005,25000000,872142,2615536,3487678,R,1 hr 47 min,Crime,14.0,4.0,11.0,47.0,2,3,11,6.7
Kiss Kiss Bang Bang,2005,15000000,4243756,11541392,15785148,R,1 hr 43 min,Action,4.0,0.0,33.0,72.0,29,22,412,8.7
Harry Potter and the Order of the Phoenix,2007,150000000,292353413,649691096,942044510,PG-13,2 hr 18 min,Action,8.0,0.0,29.0,71.0,154,104,705,7.3
The Honeymooners,2005,25000000,12843849,339577,13183426,PG-13,1 hr 30 min,Comedy,9.0,16.0,2.0,31.0,4,17,7,3.5
The Interpreter,2005,80000000,72708161,90236762,162944923,PG-13,2 hr 8 min,Crime,16.0,0.0,25.0,62.0,13,9,70,7.4
Open Water,2003,500000,30610863,24072624,54683487,R,1 hr 19 min,Adventure,11.0,2.0,25.0,63.0,11,28,43,5.5
Bewitched,2005,85000000,63313159,68113010,131426169,PG-13,1 hr 42 min,Comedy,21.0,14.0,4.0,34.0,26,29,35,5.5
Napoleon Dynamite,2004,400000,44540956,1597931,46138887,PG,1 hr 36 min,Comedy,10.0,2.0,24.0,64.0,33,56,276,7.6
Sideways,2004,16000000,71503593,38203338,109706931,R,2 hr 7 min,Comedy,1.0,0.0,41.0,94.0,78,88,340,7.1
Bobby Jones: Stroke of Genius,2004,20000000,2694071,13842,2707913,PG,2 hr,Biography,,,,,,,,
Alfie,2004,60000000,13399812,21661070,35060882,R,1 hr 43 min,Comedy,14.0,8.0,13.0,49.0,16,3,35,7.7
Astro Boy,2009,65000000,19551067,20335919,39886986,PG,1 hr 34 min,Action,15.0,0.0,7.0,53.0,31,14,41,6
Crash,2004,6500000,54580300,43829761,98410061,R,1 hr 52 min,Crime,7.0,6.0,9.0,47.0,14,69,19,2.4
Rebound,2005,33100000,16809014,683000,17492014,PG,1 hr 26 min,Comedy,,,,,,,,
The Rum Diary,2011,45000000,13109815,17025143,30134958,R,1 hr 59 min,Comedy,16.0,1.0,20.0,56.0,50,15,54,6.3
Closer,2004,27000000,33987757,81517270,115505027,R,1 hr 44 min,Drama,12.0,2.0,28.0,65.0,30,21,360,8.7
X-Men: The Last Stand,2006,210000000,234362462,226072829,460435291,PG-13,1 hr 44 min,Action,14.0,0.0,24.0,58.0,289,158,383,6
Flight of the Phoenix,2004,45000000,21009180,14012317,35021497,PG-13,1 hr 53 min,Action,16.0,5.0,7.0,47.0,9,4,46,8.1
Mean Girls,2004,17000000,86058055,44067774,130125829,PG-13,1 hr 37 min,Comedy,12.0,0.0,27.0,66.0,35,17,290,8.2
Proof,2005,20000000,7535331,6654529,14189860,PG-13,1 hr 40 min,Drama,10.0,0.0,27.0,64.0,16,3,29,7.1
Be Cool,2005,53000000,56046979,39716737,95763716,PG-13,1 hr 58 min,Comedy,18.0,15.0,5.0,37.0,17,13,62,7.6
The Dukes of Hazzard,2005,50000000,80270227,30799288,111069515,PG-13,1 hr 44 min,Comedy,14.0,18.0,4.0,33.0,12,31,25,4.8
The Visual Bible: The Gospel of John,2003,10000000,4069090,9651,4078741,PG-13,3 hr,Biography,9.0,1.0,4.0,52.0,0,2,10,7.9
Kill Bill: Vol. 2,2004,30000000,66208183,87908613,154116796,R,2 hr 17 min,Action,4.0,1.0,36.0,83.0,57,26,631,8.2
My Date with Drew,2004,1100,181041,81729,262770,PG,1 hr 30 min,Documentary,8.0,4.0,9.0,51.0,0,6,13,6.3
Capote,2005,7000000,28750530,20576875,49327405,R,1 hr 54 min,Biography,2.0,0.0,38.0,88.0,35,16,201,7.8
Serenity,2005,39000000,25514517,14930612,40445129,PG-13,1 hr 59 min,Action,13.0,19.0,6.0,37.0,22,27,22,4.8
Leatherheads,2008,58000000,31373938,9945101,41319039,PG-13,1 hr 54 min,Comedy,16.0,1.0,17.0,56.0,17,11,19,5.6
The Merchant of Venice,2004,30000000,3765585,17794597,21560182,R,2 hr 11 min,Drama,11.0,2.0,22.0,63.0,4,2,23,7.5
The Lovely Bones,2009,65000000,44114232,49507108,93621340,PG-13,2 hr 15 min,Drama,19.0,10.0,7.0,42.0,87,42,138,6.2
Oliver Twist,2005,60000000,2080321,40500000,42580321,PG-13,2 hr 10 min,Crime,9.0,1.0,26.0,65.0,8,4,39,7.5
The Perfect Man,2005,10000000,16535005,3235470,19770475,PG,1 hr 40 min,Comedy,11.0,18.0,0.0,27.0,8,16,17,5.2
Casino Royale,2006,150000000,167445960,449055659,616501619,PG-13,2 hr 24 min,Action,3.0,0.0,43.0,80.0,71,92,"1,190",8.5
Before Sunset,2004,2700000,5820649,10115858,15936507,R,1 hr 20 min,Drama,5.0,0.0,34.0,90.0,15,15,315,8.6
White Chicks,2004,37000000,70831760,42269113,113100873,PG-13,1 hr 49 min,Comedy,13.0,11.0,7.0,41.0,28,33,76,6.3
3:10 to Yuma,2007,55000000,53606916,16409304,70016220,R,2 hr 2 min,Action,2.0,0.0,35.0,76.0,65,46,341,7.4
Curious George,2006,50000000,58360760,11505164,69865924,,1 hr 27 min,Adventure,12.0,0.0,16.0,62.0,9,7,35,7.1
The Da Vinci Code,2006,125000000,217536138,542470807,760006945,PG-13,2 hr 29 min,Action,24.0,7.0,9.0,46.0,132,146,286,5.9
Ratatouille,2007,150000000,206445654,417280431,623726085,G,1 hr 51 min,Adventure,0.0,0.0,37.0,96.0,97,59,"1,520",8.6
Stealth,2005,135000000,32116746,47151576,79268322,PG-13,2 hr 1 min,Action,12.0,15.0,4.0,35.0,11,17,25,5.8
The Three Stooges,2012,30000000,44338224,10481077,54819301,PG,1 hr 32 min,Comedy,9.0,4.0,13.0,56.0,34,25,55,5.9
"Synecdoche, New York",2008,20000000,3083538,1574863,4658401,R,2 hr 4 min,Comedy,11.0,2.0,21.0,67.0,20,37,216,7.9
The Pink Panther,2006,80000000,82226474,81889423,164115897,PG,1 hr 33 min,Adventure,15.0,14.0,6.0,38.0,25,29,71,6.4
BloodRayne,2005,25000000,2405420,1244855,3650275,R,1 hr 35 min,Action,2.0,11.0,0.0,18.0,4,113,345,7.6
Pirates of the Caribbean: Dead Man's Chest,2006,225000000,423315812,642863913,1066179725,PG-13,2 hr 31 min,Action,18.0,4.0,15.0,53.0,163,117,620,7.2
Cry Wolf,2005,1000000,10047674,22538734,32586408,PG-13,1 hr 30 min,Drama,,,,,,,,
Silent Hill,2006,50000000,46982632,53622503,100605135,R,2 hr 5 min,Horror,9.0,10.0,2.0,31.0,101,104,758,7.9
Kicking & Screaming,2005,45000000,52842724,3227709,56070433,PG,1 hr 35 min,Comedy,12.0,10.0,11.0,45.0,20,11,174,8.6
The Weather Man,2005,22000000,12482775,6643623,19126398,R,1 hr 42 min,Comedy,14.0,3.0,20.0,61.0,13,9,153,8.8
Accepted,2006,23000000,36323505,2299757,38623262,PG-13,1 hr 33 min,Comedy,19.0,3.0,5.0,47.0,34,9,133,8.3
The Amityville Horror,2005,19000000,65233369,42283000,107516369,R,1 hr 30 min,Horror,15.0,13.0,3.0,33.0,36,25,155,8
The Golden Compass,2007,180000000,70107728,302127136,372234864,PG-13,1 hr 53 min,Adventure,20.0,3.0,10.0,51.0,80,100,188,6.1
Monster House,2006,75000000,73661010,68200233,141861243,PG,1 hr 31 min,Adventure,4.0,1.0,27.0,68.0,34,15,239,8.3
Motherless Brooklyn,2019,26000000,9277736,9200000,18477736,R,2 hr 24 min,Crime,,,,,,,,
Sicko,2007,9000000,24540079,11623689,36163768,PG-13,2 hr 3 min,Documentary,2.0,1.0,36.0,74.0,12,44,192,7.5
Where the Wild Things Are,2009,100000000,77233467,22906629,100140096,PG,1 hr 41 min,Adventure,14.0,0.0,23.0,71.0,60,102,240,6.5
The Legend of Zorro,2005,75000000,46464023,95936042,142400065,PG,2 hr 9 min,Action,18.0,6.0,9.0,47.0,33,31,29,4.8
Hitch,2005,70000000,179495555,192098655,371594210,PG-13,1 hr 58 min,Comedy,17.0,0.0,19.0,58.0,36,9,179,8.2
Renaissance,2006,18000000,70644,1760704,1831348,R,1 hr 45 min,Action,10.0,0.0,7.0,57.0,3,8,42,8.2
Bee Season,2005,14000000,1180560,5676429,6856989,PG-13,1 hr 44 min,Drama,16.0,3.0,13.0,54.0,7,7,7,5
The Constant Gardener,2005,25000000,33579797,48886873,82466670,R,2 hr 9 min,Drama,2.0,0.0,37.0,82.0,45,48,184,7
Prime,2005,22000000,22827153,45110341,67937494,PG-13,1 hr 45 min,Comedy,15.0,2.0,15.0,58.0,12,11,33,6.4
Saw,2004,1200000,56000369,47911300,103911669,R,1 hr 43 min,Horror,12.0,10.0,10.0,46.0,64,44,541,8.1
Seed of Chucky,2004,12000000,17083732,7745912,24829644,R,1 hr 27 min,Comedy,14.0,1.0,2.0,46.0,30,54,23,3.5
The Black Dahlia,2006,50000000,22545080,26787612,49332692,R,2 hr 1 min,Crime,21.0,5.0,9.0,49.0,33,129,31,2.7
It's All Gone Pete Tong,2004,2000000,120620,1514436,1635056,R,1 hr 30 min,Biography,13.0,2.0,7.0,56.0,3,1,20,8.7
Malevolence,2004,200000,127287,131495,258782,R,1 hr 30 min,Crime,,,,,,,,
Christmas with the Kranks,2004,60000000,73780539,22812479,96593018,PG,1 hr 39 min,Comedy,5.0,27.0,1.0,22.0,14,33,92,7.1
Transporter 2,2005,32000000,43095856,45987373,89083229,PG-13,1 hr 27 min,Action,13.0,2.0,14.0,56.0,55,186,73,3.2
Brokeback Mountain,2005,14000000,83043761,95018998,178062759,R,2 hr 14 min,Drama,4.0,0.0,37.0,87.0,76,170,"1,176",8.3
Black Book,2006,21000000,4398532,22370031,26768563,R,2 hr 25 min,Drama,3.0,4.0,27.0,71.0,7,7,69,8
30 Days of Night,2007,30000000,39569000,35944170,75513170,R,1 hr 53 min,Action,9.0,4.0,16.0,53.0,69,32,150,6.9
Bee Movie,2007,150000000,126631277,166883059,293514336,PG,1 hr 31 min,Adventure,18.0,2.0,14.0,54.0,86,61,167,6.5
Click,2006,82500000,137355633,103329693,240685326,PG-13,1 hr 47 min,Comedy,14.0,10.0,11.0,45.0,71,56,195,6.6
Friday Night Lights,2004,30000000,61255921,694849,61950770,PG-13,1 hr 58 min,Action,4.0,0.0,31.0,70.0,11,3,47,7.8
Primer,2004,7000,424760,120676,545436,PG-13,1 hr 17 min,Drama,8.0,2.0,15.0,68.0,23,12,102,7.5
Super Size Me,2004,65000,11536423,9109334,20645757,PG,1 hr 40 min,Comedy,4.0,1.0,32.0,73.0,14,8,77,7.4
Tarnation,2003,220,592014,46507,638521,,1 hr 28 min,Biography,2.0,0.0,30.0,87.0,5,5,21,7.1
The Grudge,2004,10000000,110359362,76921753,187281115,PG-13,1 hr 31 min,Horror,23.0,2.0,7.0,49.0,39,144,64,3.4
A Lot Like Love,2005,30000000,21845719,21041000,42886719,PG-13,1 hr 47 min,Comedy,11.0,9.0,11.0,48.0,7,6,35,7.1
Mozart and the Whale,2005,12000000,36006,48441,84447,PG-13,1 hr 34 min,Comedy,,,,,,,,
Coach Carter,2005,30000000,67264877,9404677,76669554,PG-13,2 hr 16 min,Biography,19.0,1.0,16.0,57.0,14,1,59,7.8
The Producers,2005,45000000,19398532,18676786,38075318,PG-13,2 hr 14 min,Comedy,19.0,4.0,14.0,52.0,20,23,123,7.7
Catch and Release,2006,25000000,15539051,623529,16162580,PG-13,2 hr 4 min,Comedy,20.0,5.0,3.0,43.0,9,10,55,8
Forty Shades of Blue,2005,1500000,75828,96741,172569,R,1 hr 48 min,Drama,4.0,0.0,12.0,74.0,0,1,8,8.7
The Devil's Rejects,2005,7000000,17044981,3856878,20901859,R,1 hr 47 min,Horror,13.0,6.0,13.0,53.0,15,18,66,6.9
The Pacifier,2005,56000000,113086868,85550000,198636868,PG,1 hr 35 min,Action,11.0,16.0,0.0,30.0,26,20,27,5.5
North Country,2005,35000000,18337722,6873453,25211175,R,2 hr 6 min,Drama,8.0,0.0,31.0,68.0,12,7,65,7.6
Perfume: The Story of a Murderer,2006,60000000,2223293,132816631,135039924,R,2 hr 27 min,Crime,10.0,3.0,17.0,56.0,19,19,124,7.5
Wedding Crashers,2005,40000000,209255921,79211724,288467645,R,1 hr 59 min,Comedy,15.0,1.0,23.0,64.0,43,30,498,8.8
Nanny McPhee,2005,25000000,47144110,76132697,123276807,PG,1 hr 37 min,Comedy,11.0,1.0,18.0,59.0,21,12,45,6.2
House of Wax,2005,40000000,32064800,36701321,68766121,R,1 hr 53 min,Horror,21.0,10.0,5.0,41.0,69,71,307,7.5
The Skeleton Key,2005,43000000,47907715,46076196,93983911,PG-13,1 hr 44 min,Drama,15.0,5.0,12.0,47.0,26,9,299,9
Eight Below,2006,40000000,81612565,38843429,120455994,PG,2 hr,Adventure,9.0,1.0,21.0,64.0,11,9,73,7.7
Memoirs of a Geisha,2005,85000000,57490508,104752454,162242962,PG-13,2 hr 25 min,Drama,19.0,3.0,16.0,54.0,40,31,116,6.8
Bolt,2008,150000000,114053579,195926415,309979994,PG,1 hr 36 min,Adventure,8.0,1.0,20.0,67.0,35,20,314,8.3
Derailed,2005,22000000,36024076,21455000,57479076,R,1 hr 48 min,Crime,20.0,10.0,4.0,40.0,15,29,50,5.5
The Longest Yard,2005,82000000,158119460,33347096,191466556,PG-13,1 hr 53 min,Comedy,19.0,6.0,10.0,48.0,32,14,96,7.5
Tangled,2010,260000000,200821936,391639796,592461732,PG,1 hr 40 min,Adventure,4.0,0.0,30.0,71.0,48,16,585,8.5
Assault on Precinct 13,2005,30000000,20040895,15253575,35294470,R,1 hr 49 min,Action,14.0,5.0,20.0,54.0,22,12,96,8
A History of Violence,2005,32000000,31504633,29880432,61385065,R,1 hr 36 min,Drama,4.0,0.0,33.0,81.0,89,151,609,7.4
The Island,2005,126000000,35818913,127130251,162949164,PG-13,2 hr 16 min,Action,21.0,4.0,13.0,50.0,78,34,520,8.6
Lord of War,2005,50000000,24149632,48467436,72617068,R,2 hr 2 min,Action,9.0,1.0,21.0,62.0,30,17,393,8.8
End of the Spear,2005,10000000,11967000,161105,12128105,PG-13,1 hr 48 min,Adventure,9.0,6.0,3.0,45.0,3,5,30,8
Herbie Fully Loaded,2005,50000000,66023816,78123000,144146816,,1 hr 41 min,Adventure,15.0,6.0,10.0,47.0,16,44,36,4.6
Open Season,2006,85000000,85105259,115706430,200811689,PG,1 hr 26 min,Adventure,6.0,6.0,6.0,49.0,41,18,50,6.1
A Good Year,2006,35000000,7459300,34810623,42269923,PG-13,1 hr 57 min,Comedy,19.0,4.0,10.0,47.0,29,11,50,6.5
John Carter,2012,250000000,73078100,211061000,284139100,PG-13,2 hr 12 min,Action,20.0,7.0,16.0,51.0,151,67,371,7
Sin City,2005,40000000,74103820,84630000,158733820,R,2 hr 4 min,Crime,8.0,2.0,30.0,74.0,44,45,834,8.8
Æon Flux,2005,62000000,25874337,27447336,53321673,PG-13,1 hr 33 min,Action,12.0,9.0,2.0,36.0,69,60,93,5.6
The Great New Wonderful,2005,500000,150142,43826,193968,R,1 hr 27 min,Comedy,5.0,2.0,7.0,57.0,0,1,5,7
The Sisterhood of the Traveling Pants,2005,25000000,39053061,2960817,42013878,PG,1 hr 59 min,Comedy,6.0,1.0,27.0,66.0,9,2,24,7.6
Youth in Revolt,2009,18000000,15281286,4369807,19651093,R,1 hr 30 min,Comedy,10.0,0.0,25.0,63.0,42,11,254,8.7
The Exorcism of Emily Rose,2005,19000000,75072454,70094350,145166804,PG-13,1 hr 59 min,Drama,16.0,7.0,9.0,46.0,30,17,94,6.7
Little Children,2006,26000000,5463019,9358639,14821658,R,2 hr 16 min,Drama,6.0,0.0,28.0,75.0,18,28,135,7.3
Running Scared,2006,15000000,6855137,2524892,9380029,R,2 hr 2 min,Action,8.0,13.0,9.0,41.0,10,27,321,8.7
The Lives of Others,2006,2000000,11286112,66070830,77356942,R,2 hr 17 min,Drama,1.0,0.0,38.0,89.0,13,8,312,8.8
Million Dollar Baby,2004,30000000,100492203,116271443,216763646,PG-13,2 hr 12 min,Drama,2.0,2.0,35.0,86.0,29,85,429,7.5
Sky High,2005,35000000,63946815,22423000,86369815,PG,1 hr 40 min,Adventure,8.0,2.0,19.0,62.0,25,12,123,8.1
The 40-Year-Old Virgin,2005,26000000,109449237,67929408,177378645,R,1 hr 56 min,Comedy,,,,,,,,
The Wild,2006,80000000,37384046,64954469,102338515,G,1 hr 34 min,Adventure,14.0,5.0,5.0,47.0,18,48,39,4.9
All the King's Men,2006,55000000,7221458,2230165,9451623,PG-13,2 hr 8 min,Drama,20.0,13.0,4.0,37.0,14,18,26,5.5
"The Prize Winner of Defiance, Ohio",2005,12000000,627844,122368,750212,PG-13,1 hr 39 min,Biography,11.0,1.0,16.0,58.0,4,0,14,7.5
Zathura: A Space Adventure,2005,65000000,29258869,35820235,65079104,PG,1 hr 41 min,Action,7.0,1.0,22.0,67.0,31,17,72,6.8
Pooh's Heffalump Movie,2005,20000000,18098433,34760000,52858433,G,1 hr 8 min,Animation,6.0,0.0,17.0,64.0,8,0,12,7.1
War of the Worlds,2005,132000000,234280354,369592765,603873119,PG-13,1 hr 56 min,Adventure,6.0,1.0,33.0,73.0,153,182,768,7.4
The Departed,2006,90000000,132384315,159080719,291465034,R,2 hr 31 min,Crime,3.0,0.0,36.0,85.0,108,308,"1,217",7.3
Sweeney Todd: The Demon Barber of Fleet Street,2007,50000000,52898073,100485554,153383627,R,1 hr 56 min,Drama,4.0,0.0,35.0,83.0,85,55,468,7.7
Munich,2005,70000000,47403685,83578444,130982129,R,2 hr 44 min,Action,9.0,0.0,30.0,74.0,60,39,385,8
Bad News Bears,2005,35000000,32868349,1384498,34252847,PG-13,1 hr 53 min,Comedy,11.0,1.0,23.0,65.0,12,7,23,6.4
Last Holiday,2006,45000000,38399961,5046963,43446924,PG-13,1 hr 52 min,Comedy,14.0,2.0,11.0,52.0,13,4,21,6.9
Poseidon,2006,160000000,60674817,121000000,181674817,PG-13,1 hr 38 min,Action,17.0,7.0,12.0,50.0,44,34,60,6
Watchmen,2009,130000000,107509799,77873014,185382813,R,2 hr 42 min,Action,14.0,6.0,19.0,56.0,169,203,"1,655",8.1
Cowboys & Aliens,2011,163000000,100240551,74581774,174822325,PG-13,1 hr 59 min,Action,20.0,5.0,16.0,50.0,190,63,183,5.9
Hustle & Flow,2005,2800000,22202809,1360918,23563727,R,1 hr 56 min,Crime,7.0,0.0,30.0,68.0,2,6,117,9
The Lake House,2006,40000000,52330111,62500000,114830111,PG,1 hr 39 min,Drama,14.0,5.0,15.0,52.0,26,43,245,8
Nim's Island,2008,37000000,48006762,52097803,100104565,PG,1 hr 36 min,Adventure,11.0,1.0,12.0,55.0,14,3,71,8.5
Hellboy II: The Golden Army,2008,85000000,75986503,92332740,168319243,PG-13,2 hr,Action,1.0,0.0,35.0,78.0,66,30,275,7.5
Evan Almighty,2007,175000000,100462298,73978426,174440724,PG,1 hr 36 min,Comedy,18.0,12.0,3.0,37.0,53,81,68,4.7
Shrek the Third,2007,160000000,322719944,490647436,813367380,PG,1 hr 33 min,Adventure,17.0,2.0,16.0,58.0,168,60,207,6.5
Spider-Man 3,2007,258000000,336530303,558453070,894983373,PG-13,2 hr 19 min,Action,13.0,2.0,25.0,59.0,420,254,857,6.7
Charlotte's Web,2006,85000000,82985708,65978114,148963822,G,1 hr 37 min,Comedy,7.0,0.0,21.0,68.0,14,10,52,6.8
Barnyard,2006,51000000,72637803,44117277,116755080,PG,1 hr 30 min,Adventure,8.0,10.0,6.0,42.0,23,31,42,5.4
Final Destination 3,2006,25000000,54098051,64792221,118890272,R,1 hr 33 min,Horror,17.0,7.0,4.0,41.0,86,39,111,6.1
The Fountain,2006,35000000,10144010,6324333,16468343,PG-13,1 hr 37 min,Drama,14.0,7.0,15.0,51.0,46,63,412,8
Talladega Nights: The Ballad of Ricky Bobby,2006,72500000,148213377,15148718,163362095,PG-13,1 hr 48 min,Comedy,7.0,0.0,26.0,66.0,59,61,192,6.5
Mongol: The Rise of Genghis Khan,2007,18000000,5705761,20821749,26527510,R,2 hr 6 min,Action,4.0,1.0,22.0,74.0,7,6,45,7.4
The Secret Life of Bees,2008,11000000,37770162,2182275,39952437,PG-13,1 hr 54 min,Drama,18.0,0.0,14.0,57.0,7,2,26,7.8
The Spiderwick Chronicles,2008,90000000,71195053,92975274,164170327,PG,1 hr 36 min,Action,8.0,0.0,22.0,62.0,27,11,48,6.6
Match Point,2005,15000000,23151529,62487127,85638656,R,2 hr 4 min,Drama,8.0,0.0,32.0,72.0,40,52,463,8.4
300,2006,65000000,210614939,245453242,456068181,R,1 hr 57 min,Action,16.0,7.0,19.0,52.0,216,259,"1,077",7.2
Must Love Dogs,2005,30000000,43894863,14336657,58231520,PG-13,1 hr 38 min,Comedy,17.0,8.0,11.0,46.0,11,6,9,5.2
Snakes on a Plane,2006,33000000,34020814,28001200,62022014,R,1 hr 45 min,Action,13.0,3.0,15.0,58.0,46,76,307,7.4
Two for the Money,2005,35000000,22991379,7535130,30526509,R,2 hr 2 min,Crime,15.0,3.0,11.0,50.0,13,72,16,2.2
Harry Potter and the Half-Blood Prince,2009,250000000,302305431,632020964,934326396,PG,2 hr 33 min,Action,5.0,0.0,31.0,78.0,217,138,814,7.2
Transformers,2007,150000000,319246193,390463587,709709780,PG-13,2 hr 24 min,Action,7.0,2.0,26.0,61.0,254,212,873,6.9
Dreamer: Inspired by a True Story,2005,32000000,32751093,5990639,38741732,PG,1 hr 46 min,Drama,15.0,0.0,13.0,59.0,8,10,25,6.5
Flags of Our Fathers,2006,90000000,33602376,32297873,65900249,R,2 hr 15 min,Action,7.0,0.0,32.0,79.0,40,22,139,7.1
Inside Deep Throat,2005,2000000,691880,17952,709832,NC-17,1 hr 29 min,Biography,10.0,0.0,28.0,64.0,3,0,10,7.4
Jarhead,2005,72000000,62658220,34417932,97076152,R,2 hr 5 min,Action,18.0,2.0,20.0,58.0,47,34,172,7.1
Land of the Dead,2005,15000000,20700082,26374051,47074133,R,1 hr 33 min,Horror,7.0,0.0,23.0,71.0,28,80,83,4.8
Three Burials,2005,15000000,5027684,7017678,12045362,R,2 hr 1 min,Adventure,,,,,,,,
Doom,2005,60000000,28212337,29859782,58072119,R,1 hr 45 min,Action,13.0,14.0,1.0,34.0,69,71,117,5.8
Find Me Guilty,2006,13000000,1173643,1462994,2636637,R,2 hr 5 min,Biography,5.0,0.0,22.0,65.0,9,2,27,7.4
Stranger Than Fiction,2006,30000000,40660952,12992272,53653224,PG-13,1 hr 53 min,Comedy,5.0,1.0,29.0,67.0,22,9,318,8.7
The Tale of Despereaux,2008,60000000,50877145,36080135,86957280,,1 hr 33 min,Adventure,10.0,3.0,12.0,53.0,18,14,31,6.4
Keane,2004,850000,33256,443374,476630,R,1 hr 40 min,Drama,1.0,0.0,22.0,79.0,2,3,12,7.6
